Provincia,Partido,Localidad,Tecnologia,Link Indec,Accesos
BUENOS AIRES,Campana,Campana,cablemodem,6126030,18599.0
BUENOS AIRES,Campana,Campana,dial up,6126030,1.0
BUENOS AIRES,Campana,Campana,fibra optica,6126030,11643.0
BUENOS AIRES,Campana,Campana,otros,6126030,18.0
BUENOS AIRES,Campana,Campana,satelital,6126030,3.0
BUENOS AIRES,Campana,Campana,wireless,6126030,44.0
BUENOS AIRES,Campana,Chacras Del Río Luján,wireless,6126035,35.0
BUENOS AIRES,Campana,Lomas del Río Luján (Est. Río Luján),cablemodem,6126040,55.0
BUENOS AIRES,Cañuelas,Alejandro Petión,adsl,6134010,102.0
BUENOS AIRES,Cañuelas,Alejandro Petión,cablemodem,6134010,905.0
BUENOS AIRES,Cañuelas,Alejandro Petión,dial up,6134010,7.0
BUENOS AIRES,Cañuelas,Alejandro Petión,wireless,6134010,41.0
BUENOS AIRES,Cañuelas,Barrio Belgrano-Máximo Paz,wireless,6134030,48.0
BUENOS AIRES,Cañuelas,Barrio El Taladro,fibra optica,6134020,223.0
BUENOS AIRES,Cañuelas,Cañuelas,adsl,6134030,909.0
BUENOS AIRES,Cañuelas,Cañuelas,cablemodem,6134030,4963.0
BUENOS AIRES,Cañuelas,Cañuelas,dial up,6134030,30.0
BUENOS AIRES,Cañuelas,Cañuelas,fibra optica,6134030,2420.0
BUENOS AIRES,Cañuelas,Cañuelas,satelital,6134030,1.0
BUENOS AIRES,Cañuelas,Cañuelas,wireless,6134030,526.0
BUENOS AIRES,Cañuelas,Gobernador Udaondo,fibra optica,6134040,1.0
BUENOS AIRES,Cañuelas,Gobernador Udaondo,wireless,6134040,20.0
BUENOS AIRES,Cañuelas,Máximo Paz,cablemodem,6134050,2009.0
BUENOS AIRES,Cañuelas,Máximo Paz,fibra optica,6134050,1.0
BUENOS AIRES,Cañuelas,Máximo Paz,wireless,6134050,270.0
BUENOS AIRES,Cañuelas,Santa Rosa,satelital,6134060,2.0
BUENOS AIRES,Cañuelas,Santa Rosa,wireless,6134060,233.0
BUENOS AIRES,Cañuelas,Uribelarrea,adsl,6134070,63.0
BUENOS AIRES,Cañuelas,Uribelarrea,fibra optica,6134070,780.0
BUENOS AIRES,Cañuelas,Uribelarrea,wireless,6134070,136.0
BUENOS AIRES,Cañuelas,Vicente Casares,adsl,6134080,175.0
BUENOS AIRES,Cañuelas,Vicente Casares,dial up,6134080,2.0
BUENOS AIRES,Cañuelas,Vicente Casares,wireless,6134080,25.0
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,adsl,6140010,144.0
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,cablemodem,6140010,4215.0
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,fibra optica,6140010,131.0
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,wireless,6140010,89.0
BUENOS AIRES,Capitán Sarmiento,La Luisa,wireless,6140020,44.0
BUENOS AIRES,Carlos Casares,Bellocq,dial up,6147010,1.0
BUENOS AIRES,Carlos Casares,Cadret,otros,6147020,1.0
BUENOS AIRES,Carlos Casares,Cadret,wireless,6147020,48.0
BUENOS AIRES,Carlos Casares,Carlos Casares,adsl,6147030,1167.0
BUENOS AIRES,Carlos Casares,Carlos Casares,cablemodem,6147030,3.0
BUENOS AIRES,Carlos Casares,Carlos Casares,dial up,6147030,7.0
BUENOS AIRES,Carlos Casares,Carlos Casares,fibra optica,6147030,3193.0
BUENOS AIRES,Carlos Casares,Carlos Casares,wireless,6147030,2461.0
BUENOS AIRES,Carlos Casares,La Sofía,wireless,6147060,1.0
BUENOS AIRES,Carlos Casares,Mauricio Hirsch,wireless,6147070,47.0
BUENOS AIRES,Carlos Casares,Moctezuma,wireless,6147080,161.0
BUENOS AIRES,Carlos Casares,Santo Tomás,wireless,6147095,44.0
BUENOS AIRES,Carlos Casares,Smith,wireless,6147100,190.0
BUENOS AIRES,Carlos Tejedor,Carlos Tejedor,adsl,6154010,12.0
BUENOS AIRES,Carlos Tejedor,Carlos Tejedor,cablemodem,6154010,1263.0
BUENOS AIRES,Carlos Tejedor,Carlos Tejedor,dial up,6154010,1.0
BUENOS AIRES,Carlos Tejedor,Carlos Tejedor,fibra optica,6154010,68.0
BUENOS AIRES,Carlos Tejedor,Carlos Tejedor,wireless,6154010,499.0
BUENOS AIRES,Carlos Tejedor,Colonia Seré,fibra optica,6154020,50.0
BUENOS AIRES,Carlos Tejedor,Colonia Seré,wireless,6154020,77.0
BUENOS AIRES,Carlos Tejedor,Curarú,wireless,6154030,16.0
BUENOS AIRES,Carlos Tejedor,Timote,wireless,6154040,61.0
BUENOS AIRES,Carlos Tejedor,Tres Algarrobos  (Est. Cuenca),satelital,6154050,1.0
BUENOS AIRES,Carlos Tejedor,Tres Algarrobos  (Est. Cuenca),wireless,6154050,198.0
BUENOS AIRES,Carmen de Areco,Carmen de Areco,adsl,6161010,322.0
BUENOS AIRES,Carmen de Areco,Carmen de Areco,cablemodem,6161010,1705.0
BUENOS AIRES,Carmen de Areco,Carmen de Areco,dial up,6161010,5.0
BUENOS AIRES,Carmen de Areco,Carmen de Areco,fibra optica,6161010,8.0
BUENOS AIRES,Carmen de Areco,Carmen de Areco,otros,6161010,1.0
BUENOS AIRES,Carmen de Areco,Carmen de Areco,wireless,6161010,1045.0
BUENOS AIRES,Carmen de Areco,Pueblo Gouin,wireless,6161020,31.0
BUENOS AIRES,Carmen de Areco,Tres Sargentos,wireless,6161030,107.0
BUENOS AIRES,Castelli,Castelli,adsl,6168010,52.0
BUENOS AIRES,Castelli,Castelli,cablemodem,6168010,1109.0
BUENOS AIRES,Castelli,Castelli,fibra optica,6168010,1121.0
BUENOS AIRES,Castelli,Castelli,satelital,6168010,2.0
BUENOS AIRES,Castelli,Castelli,wireless,6168010,28.0
BUENOS AIRES,Castelli,Centro Guerrero,fibra optica,6168020,46.0
BUENOS AIRES,Castelli,Centro Guerrero,wireless,6168020,3.0
BUENOS AIRES,Castelli,Cerro De La Gloria,fibra optica,6168030,7.0
BUENOS AIRES,Chacabuco,Castilla,wireless,6210010,274.0
BUENOS AIRES,Chacabuco,Chacabuco,adsl,6210020,1334.0
BUENOS AIRES,Chacabuco,Chacabuco,cablemodem,6210020,10031.0
BUENOS AIRES,Chacabuco,Chacabuco,dial up,6210020,15.0
BUENOS AIRES,Chacabuco,Chacabuco,fibra optica,6210020,1926.0
BUENOS AIRES,Chacabuco,Chacabuco,wireless,6210020,130.0
BUENOS AIRES,Chacabuco,O'Higgins,adsl,6210040,260.0
BUENOS AIRES,Chacabuco,O'Higgins,fibra optica,6210040,220.0
BUENOS AIRES,Chacabuco,O'Higgins,wireless,6210040,12.0
BUENOS AIRES,Chacabuco,Rawson,adsl,6210050,50.0
BUENOS AIRES,Chacabuco,Rawson,fibra optica,6210050,454.0
BUENOS AIRES,Chacabuco,Rawson,otros,6210050,1.0
BUENOS AIRES,Chacabuco,Rawson,wireless,6210050,125.0
BUENOS AIRES,Chascomús,Barrio San Cayetano,fibra optica,6217020,132.0
BUENOS AIRES,Chascomús,Chascomús,adsl,6217010,1847.0
BUENOS AIRES,Chascomús,Chascomús,cablemodem,6217010,7983.0
BUENOS AIRES,Chascomús,Chascomús,dial up,6217010,79.0
BUENOS AIRES,Chascomús,Chascomús,fibra optica,6217010,1167.0
BUENOS AIRES,Chascomús,Chascomús,satelital,6217010,1.0
BUENOS AIRES,Chascomús,Manuel J. Cobo  (Est. Lezama),adsl,6217020,98.0
BUENOS AIRES,Chascomús,Manuel J. Cobo  (Est. Lezama),cablemodem,6217020,2000.0
BUENOS AIRES,Chascomús,Manuel J. Cobo  (Est. Lezama),fibra optica,6217020,2.0
BUENOS AIRES,Chascomús,Manuel J. Cobo  (Est. Lezama),wimax,6217020,444.0
BUENOS AIRES,Chivilcoy,Benitez,wireless,6224005,19.0
BUENOS AIRES,Chivilcoy,Chivilcoy,adsl,6224010,2031.0
BUENOS AIRES,Chivilcoy,Chivilcoy,cablemodem,6224010,8973.0
BUENOS AIRES,Chivilcoy,Chivilcoy,dial up,6224010,117.0
BUENOS AIRES,Chivilcoy,Chivilcoy,fibra optica,6224010,4172.0
BUENOS AIRES,Chivilcoy,Chivilcoy,satelital,6224010,1.0
BUENOS AIRES,Chivilcoy,Chivilcoy,wireless,6224010,5530.0
BUENOS AIRES,Chivilcoy,Emilio Ayarza,wireless,6224020,5.0
BUENOS AIRES,Chivilcoy,Gorostiaga,adsl,6224030,55.0
BUENOS AIRES,Chivilcoy,Gorostiaga,wireless,6224030,2.0
BUENOS AIRES,Chivilcoy,La Rica,adsl,6224040,39.0
BUENOS AIRES,Chivilcoy,La Rica,otros,6224040,2.0
BUENOS AIRES,Chivilcoy,La Rica,wireless,6224040,97.0
BUENOS AIRES,Chivilcoy,Moquehuá,cablemodem,6224050,338.0
BUENOS AIRES,Chivilcoy,Moquehuá,fibra optica,6224050,563.0
BUENOS AIRES,Chivilcoy,Moquehuá,wireless,6224050,30.0
BUENOS AIRES,Chivilcoy,Ramón Biaus,adsl,6224060,3.0
BUENOS AIRES,Chivilcoy,Ramón Biaus,wireless,6224060,77.0
BUENOS AIRES,Chivilcoy,San Sebastián,adsl,6224070,3.0
BUENOS AIRES,Chivilcoy,San Sebastián,wireless,6224070,49.0
BUENOS AIRES,Colón,Colón,adsl,6175010,4051.0
BUENOS AIRES,Colón,Colón,cablemodem,6175010,1805.0
BUENOS AIRES,Colón,Colón,fibra optica,6175010,5173.0
BUENOS AIRES,Colón,Colón,wireless,6175010,20.0
BUENOS AIRES,Colón,Sarasa,wireless,6175040,14.0
BUENOS AIRES,Coronel de Marina L. Rosales,Bajo Hondo,fibra optica,6182010,25.0
BUENOS AIRES,Coronel de Marina L. Rosales,Bajo Hondo,wireless,6182010,53.0
BUENOS AIRES,Coronel de Marina L. Rosales,Balneario Pehuen Co,satelital,6182020,1.0
BUENOS AIRES,Coronel de Marina L. Rosales,Pago Chico,wireless,6182025,42.0
BUENOS AIRES,Coronel de Marina L. Rosales,Punta Alta  (Est Almirante Solier),adsl,6182030,634.0
BUENOS AIRES,Coronel de Marina L. Rosales,Punta Alta  (Est Almirante Solier),cablemodem,6182030,21374.0
BUENOS AIRES,Coronel de Marina L. Rosales,Punta Alta  (Est Almirante Solier),dial up,6182030,47.0
BUENOS AIRES,Coronel de Marina L. Rosales,Punta Alta  (Est Almirante Solier),fibra optica,6182030,11.0
BUENOS AIRES,Coronel de Marina L. Rosales,Punta Alta  (Est Almirante Solier),satelital,6182030,6.0
BUENOS AIRES,Coronel de Marina L. Rosales,Villa del Mar,fibra optica,6182030,101.0
BUENOS AIRES,Coronel de Marina L. Rosales,Villa General Arias  (Est. Kilómetro 638),fibra optica,6182050,165.0
BUENOS AIRES,Coronel Dorrego,Balneario Marisol,fibra optica,6189020,402.0
BUENOS AIRES,Coronel Dorrego,Coronel Dorrego,adsl,6189030,204.0
BUENOS AIRES,Coronel Dorrego,Coronel Dorrego,cablemodem,6189030,1428.0
BUENOS AIRES,Coronel Dorrego,Coronel Dorrego,dial up,6189030,3.0
BUENOS AIRES,Coronel Dorrego,Coronel Dorrego,fibra optica,6189030,9.0
BUENOS AIRES,Coronel Dorrego,Coronel Dorrego,wireless,6189030,32.0
BUENOS AIRES,Coronel Dorrego,El Perdido  (Est. José A. Guisasola),fibra optica,6189040,32.0
BUENOS AIRES,Coronel Dorrego,El Perdido  (Est. José A. Guisasola),wireless,6189040,5.0
BUENOS AIRES,Coronel Dorrego,Oriente,fibra optica,6189070,607.0
BUENOS AIRES,Coronel Dorrego,Oriente,wireless,6189070,48.0
BUENOS AIRES,Coronel Pringles,Coronel Pringles  (Est. Pringles),adsl,6196010,555.0
BUENOS AIRES,Coronel Pringles,Coronel Pringles  (Est. Pringles),cablemodem,6196010,2056.0
BUENOS AIRES,Coronel Pringles,Coronel Pringles  (Est. Pringles),dial up,6196010,3.0
BUENOS AIRES,Coronel Pringles,Coronel Pringles  (Est. Pringles),fibra optica,6196010,5.0
BUENOS AIRES,Coronel Pringles,Coronel Pringles  (Est. Pringles),wireless,6196010,171.0
BUENOS AIRES,Coronel Pringles,Indio Rico,dial up,6196040,1.0
BUENOS AIRES,Coronel Pringles,Indio Rico,fibra optica,6196040,24.0
BUENOS AIRES,Coronel Pringles,Indio Rico,wireless,6196040,3.0
BUENOS AIRES,Coronel Suárez,Coronel Suárez,adsl,6203020,691.0
BUENOS AIRES,Coronel Suárez,Coronel Suárez,cablemodem,6203020,3097.0
BUENOS AIRES,Coronel Suárez,Coronel Suárez,dial up,6203020,84.0
BUENOS AIRES,Coronel Suárez,Coronel Suárez,fibra optica,6203020,1612.0
BUENOS AIRES,Coronel Suárez,Coronel Suárez,wireless,6203020,785.0
BUENOS AIRES,Coronel Suárez,Huanguelén,dial up,6203050,1.0
BUENOS AIRES,Coronel Suárez,Huanguelén,fibra optica,6203050,1630.0
BUENOS AIRES,Coronel Suárez,Huanguelén,wireless,6203050,536.0
BUENOS AIRES,Coronel Suárez,Pasman,wireless,6203060,71.0
BUENOS AIRES,Coronel Suárez,San José,cablemodem,6203070,70.0
BUENOS AIRES,Coronel Suárez,San José,fibra optica,6203070,795.0
BUENOS AIRES,Coronel Suárez,Santa María,cablemodem,6203080,29.0
BUENOS AIRES,Coronel Suárez,Santa María,fibra optica,6203080,515.0
BUENOS AIRES,Coronel Suárez,Santa Trinidad,cablemodem,6203090,84.0
BUENOS AIRES,Coronel Suárez,Santa Trinidad,fibra optica,6203090,648.0
BUENOS AIRES,Coronel Suárez,Villa La Arcadia,cablemodem,6203100,104.0
BUENOS AIRES,Coronel Suárez,Villa La Arcadia,fibra optica,6203100,127.0
BUENOS AIRES,Daireaux,Daireaux,adsl,6231030,226.0
BUENOS AIRES,Daireaux,Daireaux,otros,6231030,194.0
BUENOS AIRES,Daireaux,Daireaux,satelital,6231030,50.0
BUENOS AIRES,Daireaux,Daireaux,wireless,6231030,339.0
BUENOS AIRES,Daireaux,Salazar,wireless,6231060,79.0
BUENOS AIRES,Dolores,Dolores,adsl,6238010,1045.0
BUENOS AIRES,Dolores,Dolores,cablemodem,6238010,11056.0
BUENOS AIRES,Dolores,Dolores,dial up,6238010,1.0
BUENOS AIRES,Dolores,Dolores,fibra optica,6238010,531.0
BUENOS AIRES,Dolores,Dolores,wimax,6238010,325.0
BUENOS AIRES,Dolores,Sevigne,wireless,6238020,1.0
BUENOS AIRES,Ensenada,Ensenada,adsl,6245010,1196.0
BUENOS AIRES,Ensenada,Ensenada,cablemodem,6245010,11851.0
BUENOS AIRES,Ensenada,Ensenada,dial up,6245010,16.0
BUENOS AIRES,Ensenada,Ensenada,fibra optica,6245010,2926.0
BUENOS AIRES,Ensenada,Ensenada,otros,6245010,6.0
BUENOS AIRES,Ensenada,Ensenada,wireless,6245010,2092.0
BUENOS AIRES,Ensenada,Villa Catela,wireless,6245010,7.0
BUENOS AIRES,Escobar,Belen de Escobar,adsl,6252010,1195.0
BUENOS AIRES,Escobar,Belen de Escobar,cablemodem,6252010,16534.0
BUENOS AIRES,Escobar,Belen de Escobar,dial up,6252010,21.0
BUENOS AIRES,Escobar,Belen de Escobar,fibra optica,6252010,12887.0
BUENOS AIRES,Escobar,Belen de Escobar,otros,6252010,382.0
BUENOS AIRES,Escobar,Belen de Escobar,satelital,6252010,1.0
BUENOS AIRES,Escobar,Belen de Escobar,wireless,6252010,99.0
BUENOS AIRES,Escobar,El Cazador,cablemodem,6252010,942.0
BUENOS AIRES,Escobar,El Cazador,fibra optica,6252010,2588.0
BUENOS AIRES,Escobar,Garín,adsl,6252010,3361.0
BUENOS AIRES,Escobar,Garín,cablemodem,6252010,9904.0
BUENOS AIRES,Escobar,Garín,dial up,6252010,3.0
BUENOS AIRES,Escobar,Garín,fibra optica,6252010,5017.0
BUENOS AIRES,Escobar,Garín,otros,6252010,2.0
BUENOS AIRES,Escobar,Garín,satelital,6252010,1.0
BUENOS AIRES,Escobar,Garín,wireless,6252010,11.0
BUENOS AIRES,Escobar,Ingeniero Maschwitz,adsl,6252010,264.0
BUENOS AIRES,Escobar,Ingeniero Maschwitz,cablemodem,6252010,4162.0
BUENOS AIRES,Escobar,Ingeniero Maschwitz,dial up,6252010,3.0
BUENOS AIRES,Escobar,Ingeniero Maschwitz,fibra optica,6252010,4379.0
BUENOS AIRES,Escobar,Ingeniero Maschwitz,otros,6252010,1.0
BUENOS AIRES,Escobar,Ingeniero Maschwitz,wireless,6252010,300.0
BUENOS AIRES,Escobar,Loma Verde,fibra optica,6252010,1390.0
BUENOS AIRES,Escobar,Maquinista F. Savio (este),adsl,6252010,154.0
BUENOS AIRES,Escobar,Maquinista F. Savio (este),cablemodem,6252010,5151.0
BUENOS AIRES,Escobar,Maquinista F. Savio (este),fibra optica,6252010,172.0
BUENOS AIRES,Escobar,Maquinista F. Savio (este),otros,6252010,2.0
BUENOS AIRES,Escobar,Maquinista F. Savio (este),wireless,6252010,14.0
BUENOS AIRES,Escobar,Matheu,adsl,6252010,668.0
BUENOS AIRES,Escobar,Matheu,cablemodem,6252010,2652.0
BUENOS AIRES,Escobar,Matheu,dial up,6252010,2.0
BUENOS AIRES,Escobar,Matheu,fibra optica,6252010,77.0
BUENOS AIRES,Escobar,Matheu,otros,6252010,3.0
BUENOS AIRES,Escobar,Matheu,satelital,6252010,1.0
BUENOS AIRES,Escobar,Matheu,wireless,6252010,58.0
BUENOS AIRES,Esteban Echeverría,9 De Abril,adsl,6260010,54.0
BUENOS AIRES,Esteban Echeverría,9 De Abril,cablemodem,6260010,6784.0
BUENOS AIRES,Esteban Echeverría,9 De Abril,dial up,6260010,6.0
BUENOS AIRES,Esteban Echeverría,9 De Abril,fibra optica,6260010,12.0
BUENOS AIRES,Esteban Echeverría,9 De Abril,otros,6260010,1.0
BUENOS AIRES,Esteban Echeverría,9 De Abril,wireless,6260010,153.0
BUENOS AIRES,Esteban Echeverría,Canning,adsl,6260010,2.0
BUENOS AIRES,Esteban Echeverría,Canning,cablemodem,6260010,4092.0
BUENOS AIRES,Esteban Echeverría,Canning,fibra optica,6260010,1173.0
BUENOS AIRES,Esteban Echeverría,Canning,otros,6260010,1.0
BUENOS AIRES,Esteban Echeverría,Canning,wireless,6260010,60.0
BUENOS AIRES,Esteban Echeverría,El Jagüel,cablemodem,6260010,5382.0
BUENOS AIRES,Esteban Echeverría,El Jagüel,fibra optica,6260010,4.0
BUENOS AIRES,Esteban Echeverría,El Jagüel,otros,6260010,2.0
BUENOS AIRES,Esteban Echeverría,El Jagüel,satelital,6260010,1.0
BUENOS AIRES,Esteban Echeverría,El Jagüel,wireless,6260010,89.0
BUENOS AIRES,Esteban Echeverría,Luis Guillón,adsl,6260010,3.0
BUENOS AIRES,Esteban Echeverría,Luis Guillón,cablemodem,6260010,7329.0
BUENOS AIRES,Esteban Echeverría,Luis Guillón,dial up,6260010,2.0
BUENOS AIRES,Esteban Echeverría,Luis Guillón,fibra optica,6260010,1809.0
BUENOS AIRES,Esteban Echeverría,Luis Guillón,otros,6260010,1.0
BUENOS AIRES,Esteban Echeverría,Luis Guillón,wireless,6260010,77.0
BUENOS AIRES,Esteban Echeverría,Monte Grande,adsl,6260010,60.0
BUENOS AIRES,Esteban Echeverría,Monte Grande,cablemodem,6260010,26259.0
BUENOS AIRES,Esteban Echeverría,Monte Grande,dial up,6260010,57.0
BUENOS AIRES,Esteban Echeverría,Monte Grande,fibra optica,6260010,28464.0
BUENOS AIRES,Esteban Echeverría,Monte Grande,otros,6260010,9.0
BUENOS AIRES,Esteban Echeverría,Monte Grande,satelital,6260010,3.0
BUENOS AIRES,Esteban Echeverría,Monte Grande,wireless,6260010,662.0
BUENOS AIRES,Esteban Echeverría,Zona Aeropuerto Internacional Ezeiza,adsl,6260010,2.0
BUENOS AIRES,Esteban Echeverría,Zona Aeropuerto Internacional Ezeiza,wireless,6260010,341.0
BUENOS AIRES,Exaltación de la Cruz,Arroyo de la Cruz,wireless,6266010,164.0
BUENOS AIRES,Exaltación de la Cruz,Capilla del Señor  (Est. Capilla),adsl,6266020,294.0
BUENOS AIRES,Exaltación de la Cruz,Capilla del Señor  (Est. Capilla),dial up,6266020,5.0
BUENOS AIRES,Exaltación de la Cruz,Capilla del Señor  (Est. Capilla),fibra optica,6266020,100.0
BUENOS AIRES,Exaltación de la Cruz,El Remanso,adsl,6266030,397.0
BUENOS AIRES,Exaltación de la Cruz,El Remanso,fibra optica,6266030,335.0
BUENOS AIRES,Exaltación de la Cruz,El Remanso,wireless,6266030,43.0
BUENOS AIRES,Exaltación de la Cruz,Los Cardales,cablemodem,6266040,7649.0
BUENOS AIRES,Exaltación de la Cruz,Los Cardales,dial up,6266040,2.0
BUENOS AIRES,Exaltación de la Cruz,Los Cardales,fibra optica,6266040,146.0
BUENOS AIRES,Exaltación de la Cruz,Los Cardales,satelital,6266040,2.0
BUENOS AIRES,Exaltación de la Cruz,Los Cardales,wireless,6266040,31.0
BUENOS AIRES,Exaltación de la Cruz,Parada Orlando,wireless,6266050,5.0
BUENOS AIRES,Exaltación de la Cruz,Parada Robles - Pavón,adsl,6266060,1140.0
BUENOS AIRES,Exaltación de la Cruz,Parada Robles - Pavón,fibra optica,6266060,1917.0
BUENOS AIRES,Exaltación de la Cruz,Parada Robles - Pavón,wireless,6266060,164.0
BUENOS AIRES,Ezeiza,Aeropuerto Internacional Ezeiza,adsl,6270010,169.0
BUENOS AIRES,Ezeiza,Aeropuerto Internacional Ezeiza,dial up,6270010,2.0
BUENOS AIRES,Ezeiza,Aeropuerto Internacional Ezeiza,fibra optica,6270010,7.0
BUENOS AIRES,Ezeiza,Aeropuerto Internacional Ezeiza,satelital,6270010,1.0
BUENOS AIRES,Ezeiza,Canning,adsl,6270010,58.0
BUENOS AIRES,Ezeiza,Canning,cablemodem,6270010,1921.0
BUENOS AIRES,Ezeiza,Canning,dial up,6270010,1.0
BUENOS AIRES,Ezeiza,Canning,fibra optica,6270010,1253.0
BUENOS AIRES,Ezeiza,Canning,otros,6270010,1.0
BUENOS AIRES,Ezeiza,Canning,wireless,6270010,79.0
BUENOS AIRES,Ezeiza,Carlos Spegazzini,adsl,6270010,23.0
BUENOS AIRES,Ezeiza,Carlos Spegazzini,cablemodem,6270010,4104.0
BUENOS AIRES,Ezeiza,Carlos Spegazzini,dial up,6270010,2.0
BUENOS AIRES,Ezeiza,Carlos Spegazzini,fibra optica,6270010,1979.0
BUENOS AIRES,Ezeiza,Carlos Spegazzini,satelital,6270010,1.0
BUENOS AIRES,Ezeiza,Carlos Spegazzini,wireless,6270010,2.0
BUENOS AIRES,Ezeiza,José Maria Ezeiza,adsl,6270010,38.0
BUENOS AIRES,Ezeiza,José Maria Ezeiza,cablemodem,6270010,12201.0
BUENOS AIRES,Ezeiza,José Maria Ezeiza,dial up,6270010,13.0
BUENOS AIRES,Ezeiza,José Maria Ezeiza,fibra optica,6270010,13653.0
BUENOS AIRES,Ezeiza,José Maria Ezeiza,satelital,6270010,2.0
BUENOS AIRES,Ezeiza,José Maria Ezeiza,wireless,6270010,91.0
BUENOS AIRES,Ezeiza,La Unión,cablemodem,6270010,7955.0
BUENOS AIRES,Ezeiza,La Unión,dial up,6270010,1.0
BUENOS AIRES,Ezeiza,La Unión,fibra optica,6270010,836.0
BUENOS AIRES,Ezeiza,La Unión,satelital,6270010,2.0
BUENOS AIRES,Ezeiza,OTROS,adsl,Sin Datos,3.0
BUENOS AIRES,Ezeiza,OTROS,cablemodem,Sin Datos,1.0
BUENOS AIRES,Ezeiza,OTROS,fibra optica,Sin Datos,5.0
BUENOS AIRES,Ezeiza,Tristán Suarez,adsl,6270010,34.0
BUENOS AIRES,Ezeiza,Tristán Suarez,cablemodem,6270010,9331.0
BUENOS AIRES,Ezeiza,Tristán Suarez,dial up,6270010,5.0
BUENOS AIRES,Ezeiza,Tristán Suarez,fibra optica,6270010,5318.0
BUENOS AIRES,Ezeiza,Tristán Suarez,wireless,6270010,3.0
BUENOS AIRES,Florencio Varela,Bosques,cablemodem,6274010,6276.0
BUENOS AIRES,Florencio Varela,Bosques,dial up,6274010,3.0
BUENOS AIRES,Florencio Varela,Bosques,fibra optica,6274010,6987.0
BUENOS AIRES,Florencio Varela,Bosques,otros,6274010,13.0
BUENOS AIRES,Florencio Varela,Bosques,wireless,6274010,266.0
BUENOS AIRES,Florencio Varela,Estanislao Severo Zeballos,adsl,6274010,3.0
BUENOS AIRES,Florencio Varela,Estanislao Severo Zeballos,cablemodem,6274010,2015.0
BUENOS AIRES,Florencio Varela,Estanislao Severo Zeballos,dial up,6274010,4.0
BUENOS AIRES,Florencio Varela,Estanislao Severo Zeballos,fibra optica,6274010,4625.0
BUENOS AIRES,Florencio Varela,Florencio Varela,adsl,6274010,314.0
BUENOS AIRES,Florencio Varela,Florencio Varela,cablemodem,6274010,14429.0
BUENOS AIRES,Florencio Varela,Florencio Varela,dial up,6274010,28.0
BUENOS AIRES,Florencio Varela,Florencio Varela,fibra optica,6274010,32824.0
BUENOS AIRES,Florencio Varela,Florencio Varela,otros,6274010,233.0
BUENOS AIRES,Florencio Varela,Florencio Varela,satelital,6274010,2.0
BUENOS AIRES,Florencio Varela,Florencio Varela,wireless,6274010,810.0
BUENOS AIRES,Florencio Varela,Gobernador Julio A. Costa,cablemodem,6274010,6218.0
BUENOS AIRES,Florencio Varela,Gobernador Julio A. Costa,dial up,6274010,5.0
BUENOS AIRES,Florencio Varela,Gobernador Julio A. Costa,fibra optica,6274010,3227.0
BUENOS AIRES,Florencio Varela,Ingeniero Juan Allan,adsl,6274010,424.0
BUENOS AIRES,Florencio Varela,Ingeniero Juan Allan,cablemodem,6274010,5278.0
BUENOS AIRES,Florencio Varela,Ingeniero Juan Allan,fibra optica,6274010,2162.0
BUENOS AIRES,Florencio Varela,Ingeniero Juan Allan,otros,6274010,3.0
BUENOS AIRES,Florencio Varela,La Capilla,fibra optica,6274010,3.0
BUENOS AIRES,Florencio Varela,la rotonda,adsl,6274010,30.0
BUENOS AIRES,Florencio Varela,la rotonda,fibra optica,6274010,42.0
BUENOS AIRES,Florencio Varela,Villa Brown,cablemodem,6274010,472.0
BUENOS AIRES,Florencio Varela,Villa Brown,fibra optica,6274010,328.0
BUENOS AIRES,Florencio Varela,Villa San Luis,cablemodem,6274010,776.0
BUENOS AIRES,Florencio Varela,Villa San Luis,fibra optica,6274010,337.0
BUENOS AIRES,Florencio Varela,Villa Santa Rosa,adsl,6274010,3.0
BUENOS AIRES,Florencio Varela,Villa Santa Rosa,cablemodem,6274010,2930.0
BUENOS AIRES,Florencio Varela,Villa Santa Rosa,dial up,6274010,1.0
BUENOS AIRES,Florencio Varela,Villa Santa Rosa,fibra optica,6274010,373.0
BUENOS AIRES,Florencio Varela,Villa Vatteone,adsl,6274010,4.0
BUENOS AIRES,Florencio Varela,Villa Vatteone,cablemodem,6274010,3404.0
BUENOS AIRES,Florencio Varela,Villa Vatteone,fibra optica,6274010,4178.0
BUENOS AIRES,Florentino Ameghino,Blaquier,satelital,6277010,1.0
BUENOS AIRES,Florentino Ameghino,Blaquier,wireless,6277010,5.0
BUENOS AIRES,Florentino Ameghino,Florentino Ameghino,adsl,6277020,40.0
BUENOS AIRES,Florentino Ameghino,Florentino Ameghino,fibra optica,6277020,330.0
BUENOS AIRES,Florentino Ameghino,Porvenir,wireless,6277030,2.0
BUENOS AIRES,General Alvarado,Centinela Del Mar,wireless,6280005,1.0
BUENOS AIRES,General Alvarado,Comandante Nicanor Otamendi,dial up,6280010,3.0
